Date,Name,Purchase Order,Item,Quantity,Quantity Fulfilled/Received,Destination,Vendor Ship Date,Expected Receipt Date,Amount,Confirmed,Blanket PO
10/30/2020,Shining Era Enterprise Limited,PO8734,5015,1500,0,BPUT1,11/4/2021,1/3/2022,14160,Yes,No
11/13/2020,Shining Era Enterprise Limited,PO9177,5012,500,0,BPUT1,10/30/2021,12/29/2021,4480,Yes,No
11/13/2020,Shining Era Enterprise Limited,PO9178,5077,200,0,BPUT1,11/4/2021,1/3/2022,7716,Yes,No
11/13/2020,Shining Era Enterprise Limited,PO9178,5077,100,100,BPUT1,2/25/2021,4/2/2021,3858,Yes,No
11/19/2020,"Foshan Daide Bags Co., LTD",PO9258,5441,2000,0,BPUT1,11/15/2021,1/14/2022,27200,Yes,No
11/19/2020,Shining Era Enterprise Limited,PO9274,5010,500,0,BPUT1,10/30/2021,12/29/2021,7120,Yes,No
11/19/2020,Shining Era Enterprise Limited,PO9279,5004,6536,6536,BPUT1,10/18/2021,12/17/2021,111046.64,Yes,No
11/19/2020,Shining Era Enterprise Limited,PO9279,5004,964,0,BPUT1,11/4/2021,1/3/2022,16378.36,Yes,No
11/19/2020,Shining Era Enterprise Limited,PO9280,5004,7500,0,BPUT1,11/1/2021,12/31/2021,127425,Yes,No
11/19/2020,Shining Era Enterprise Limited,PO9281,1814,2496,2496,BPUT1,2/7/2021,3/14/2021,92352,Yes,No
11/19/2020,Shining Era Enterprise Limited,PO9281,1814,251,251,BPUT1,10/30/2021,12/29/2021,10793,Yes,No
11/19/2020,Shining Era Enterprise Limited,PO9281,1814,253,0,BPUT1,10/30/2021,12/29/2021,10879,Yes,No
11/30/2020,"Guangdong Canbo Electrical Co., LTD",PO9410,1783,950,0,Import,11/15/2021,1/14/2022,100092,No,Yes
12/1/2020,"Guangdong Canbo Electrical Co., LTD",PO9416,1923,101,101,BPUT1,9/28/2021,11/27/2021,28447.66,Yes,No
12/1/2020,"Guangdong Canbo Electrical Co., LTD",PO9416,1923,6,6,BPUT1,9/28/2021,11/27/2021,1689.96,Yes,No
12/1/2020,"Guangdong Canbo Electrical Co., LTD",PO9416,1923,5,0,BPUT1,11/15/2021,1/14/2022,1408.3,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9617,1517,926,926,BPUT1,6/13/2021,7/28/2021,71857.6,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9617,1517,926,0,BPUT1,10/30/2021,12/29/2021,75256.02,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9617,1517,463,463,BPUT1,6/13/2021,8/7/2021,35928.8,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9618,1517,959,959,BPUT1,5/30/2021,7/24/2021,76048.7,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9618,1517,232,232,BPUT1,5/30/2021,7/24/2021,18854.64,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9618,1517,1124,0,BPUT1,10/30/2021,12/29/2021,91347.48,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9624,1883,335,335,BPUT1,9/12/2021,11/11/2021,33165,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9624,1883,1830,0,BPUT1,11/1/2021,12/31/2021,181170,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9624,1883,415,0,BPUT1,10/30/2021,12/29/2021,41085,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9625,1899,875,875,BPUT1,3/27/2021,5/4/2021,126875,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9625,1899,15,15,BPUT1,3/27/2021,5/4/2021,1725,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9625,1899,1110,0,BPUT1,11/1/2021,12/31/2021,173160,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9626,1900,2500,0,BPUT1,11/1/2021,12/31/2021,121000,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9628,1939,1500,1500,BPUT1,6/11/2021,7/18/2021,84750,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9628,1939,1444,1444,BPUT1,6/11/2021,7/18/2021,81586,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9628,1939,339,339,BPUT1,8/29/2021,10/27/2021,21696,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9628,1939,238,238,BPUT1,9/28/2021,11/27/2021,13447,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9628,1939,362,0,BPUT1,10/30/2021,12/29/2021,20453,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9628,1939,117,0,BPUT1,10/26/2021,12/25/2021,6610.5,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9630,1971,3564,0,BPUT1,11/1/2021,12/31/2021,127092.24,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9631,1984,360,360,BPUT1,5/16/2021,6/30/2021,46440,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9631,1984,590,590,BPUT1,5/20/2021,6/27/2021,76110,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9631,1984,540,540,BPUT1,7/1/2021,8/8/2021,69660,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9631,1984,820,820,BPUT1,5/12/2021,6/19/2021,105780,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9631,1984,205,205,BPUT1,5/16/2021,6/23/2021,26445,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9631,1984,435,435,BPUT1,6/8/2021,8/2/2021,56115,Yes,No
12/2/2020,Shining Era Enterprise Limited,PO9631,1984,50,0,BPUT1,11/1/2021,12/31/2021,7000,Yes,No
12/7/2020,"Guangdong Canbo Electrical Co., LTD",PO9693,1962,456,0,Import,11/15/2021,1/14/2022,85335.84,No,Yes
12/9/2020,Shining Era Enterprise Limited,PO9768,5010,1000,0,BPUT1,10/30/2021,12/29/2021,14240,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9769,5013,2000,0,BPUT1,11/4/2021,1/3/2022,57540,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9770,5015,2000,0,BPUT1,11/4/2021,1/3/2022,18880,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9772,1517,685,685,BPUT1,5/1/2021,6/16/2021,54115,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9772,1517,704,704,BPUT1,5/3/2021,6/16/2021,55616,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9772,1517,463,463,BPUT1,5/12/2021,6/16/2021,36577,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9772,1517,463,463,BPUT1,7/1/2021,8/25/2021,36577,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9772,1517,685,0,BPUT1,10/30/2021,12/29/2021,55669.95,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9773,1517,3000,0,BPUT1,10/30/2021,12/29/2021,243810,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9774,1517,3000,0,BPUT1,11/1/2021,12/31/2021,243810,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,1360,1360,BPUT1,3/15/2021,4/22/2021,156400,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,861,861,BPUT1,2/25/2021,4/1/2021,99015,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,1230,1230,BPUT1,2/18/2021,4/2/2021,141450,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,574,574,BPUT1,2/24/2021,4/8/2021,66010,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,491,491,BPUT1,4/17/2021,5/24/2021,56465,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,1264,1264,BPUT1,4/18/2021,5/24/2021,145360,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,287,287,BPUT1,5/24/2021,7/1/2021,33005,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,197,197,BPUT1,3/4/2021,4/13/2021,22655,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,1148,1148,BPUT1,6/14/2021,7/21/2021,132020,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,861,861,BPUT1,5/16/2021,6/23/2021,99015,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,203,203,BPUT1,5/15/2021,6/22/2021,23345,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,287,287,BPUT1,5/10/2021,6/17/2021,33005,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,287,287,BPUT1,6/14/2021,7/21/2021,33005,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,663,0,BPUT1,10/30/2021,12/29/2021,78897,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9775,1554,287,287,BPUT1,6/5/2021,7/30/2021,33005,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9776,1554,5000,0,BPUT1,11/30/2021,1/29/2022,595000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9777,1554,5000,0,BPUT1,10/30/2021,12/29/2021,595000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9778,1605,463,463,BPUT1,8/29/2021,10/28/2021,38424.37,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9778,1605,2685,0,BPUT1,10/30/2021,12/29/2021,222828.15,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9778,1605,463,463,BPUT1,9/12/2021,11/11/2021,38424.37,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9778,1605,926,926,BPUT1,10/30/2021,12/29/2021,76848.74,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9778,1605,1852,1852,BPUT1,9/28/2021,11/27/2021,153697.48,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9778,1605,2685,0,BPUT1,10/31/2021,12/30/2021,222828.15,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9778,1605,926,0,BPUT1,10/31/2021,12/30/2021,76848.74,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9784,1813,1990,1990,BPUT1,2/5/2021,3/12/2021,95619.5,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9784,1813,70,70,BPUT1,5/30/2021,7/7/2021,3363.5,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9784,1813,440,0,BPUT1,10/30/2021,12/29/2021,25916,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9785,1813,2500,0,BPUT1,11/15/2021,1/14/2022,147250,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9787,1825,2000,0,BPUT1,11/1/2021,12/31/2021,248000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9788,1825,2500,0,BPUT1,11/1/2021,12/31/2021,310000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9789,1825,2500,0,BPUT1,11/1/2021,12/31/2021,310000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9790,1853,2500,0,BPUT1,10/30/2021,12/29/2021,206650,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9791,1853,2500,0,BPUT1,10/30/2021,12/29/2021,206650,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9792,1866,615,615,BPUT1,2/24/2021,4/15/2021,79950,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9792,1866,26,26,BPUT1,6/20/2021,8/14/2021,3380,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9792,1866,359,0,BPUT1,11/1/2021,12/31/2021,51157.5,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9793,1866,3000,0,BPUT1,11/1/2021,12/31/2021,427500,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9794,1883,4000,0,BPUT1,11/10/2021,1/9/2022,396000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9795,1899,4925,0,BPUT1,11/30/2021,1/29/2022,768300,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9795,1899,5075,0,BPUT1,11/15/2021,1/14/2022,791700,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9796,1899,10000,0,BPUT1,12/15/2021,2/13/2022,1560000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9797,1900,2000,0,BPUT1,11/1/2021,12/31/2021,96800,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9798,1924,404,404,BPUT1,2/24/2021,4/8/2021,33895.6,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9798,1924,404,404,BPUT1,8/20/2021,10/14/2021,37370,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9798,1924,404,404,BPUT1,7/23/2021,8/30/2021,37370,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9798,1924,1980,0,BPUT1,10/30/2021,12/29/2021,183150,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9798,1924,404,404,BPUT1,9/12/2021,11/11/2021,37370,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9798,1924,404,404,BPUT1,9/28/2021,11/27/2021,37370,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9799,1935,3000,0,BPUT1,11/1/2021,12/31/2021,291000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9800,1944,1500,0,BPUT1,11/1/2021,12/31/2021,136005,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9801,1944,1500,0,BPUT1,10/30/2021,12/29/2021,136005,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9802,1967,426,426,BPUT1,10/30/2021,12/29/2021,36129.06,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9802,1967,574,0,BPUT1,10/30/2021,12/29/2021,48680.94,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9803,1968,20,20,BPUT1,10/30/2021,12/29/2021,1220,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9803,1968,1480,0,BPUT1,10/30/2021,12/29/2021,90280,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9804,1971,5000,0,BPUT1,10/30/2021,12/29/2021,178300,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9805,1971,5000,0,BPUT1,11/1/2021,12/31/2021,178300,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9806,1984,6150,0,BPUT1,11/20/2021,1/19/2022,861000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9806,1984,8850,0,BPUT1,11/30/2021,1/29/2022,1239000,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9807,1860,496,0,BPUT1,10/26/2021,12/29/2021,41500.32,Yes,No
12/9/2020,Shining Era Enterprise Limited,PO9807,1860,504,0,BPUT1,10/30/2021,12/29/2021,42169.68,Yes,No
12/10/2020,"Guangdong Canbo Electrical Co., LTD",PO9920,1783,1000,0,Import,11/15/2021,1/14/2022,105360,No,Yes
12/10/2020,"Foshan Daide Bags Co., LTD",PO9971,5284,5300,5300,BPUT1,7/30/2021,9/28/2021,63706,No,Yes
12/10/2020,"Foshan Daide Bags Co., LTD",PO9971,5284,202,202,BPUT1,7/30/2021,9/28/2021,2428.04,No,Yes
12/10/2020,"Foshan Daide Bags Co., LTD",PO9971,5284,5098,0,Import,11/15/2021,1/14/2022,61277.96,No,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5478,2400,2400,BPUT1,3/29/2021,5/6/2021,9600,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5060,24778,24778,BPUT1,4/25/2021,6/3/2021,151145.8,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5404,5004,5004,Import,9/30/2021,11/29/2021,40682.52,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5280,12000,12000,BPUT1,7/30/2021,9/28/2021,37440,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5400,10002,10002,BPUT1,4/1/2021,5/6/2021,72014.4,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5324,3000,0,BPUT1,11/20/2021,1/19/2022,35220,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5060,5000,5000,BPUT1,4/18/2021,6/3/2021,30500,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5478,7452,7452,BPUT1,4/18/2021,6/1/2021,29808,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5060,222,222,BPUT1,5/17/2021,7/1/2021,1354.2,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5478,150,150,Import,10/20/2021,12/19/2021,600,Yes,Yes
12/18/2020,VL (HK) LIMITED,PO10214,5280,3000,3000,BPUT1,7/30/2021,9/28/2021,9360,Yes,Yes
12/18/2020,Shining Era Enterprise Limited,PO10241,5011,2000,0,BPUT1,10/30/2021,12/29/2021,33060,Yes,No
12/18/2020,Shining Era Enterprise Limited,PO10242,5013,3500,0,BPUT1,11/25/2021,1/24/2022,100695,Yes,No
12/18/2020,Shining Era Enterprise Limited,PO10242,5015,1000,0,BPUT1,11/4/2021,1/3/2022,9440,Yes,No
12/18/2020,Shining Era Enterprise Limited,PO10243,5003,5000,0,BPUT1,11/10/2021,1/9/2022,72700,Yes,No
12/18/2020,Shining Era Enterprise Limited,PO10244,5004,7500,0,BPUT1,11/1/2021,12/31/2021,127425,Yes,No
12/21/2020,Shining Era Enterprise Limited,PO10263,1968,1000,0,BPUT1,10/30/2021,12/29/2021,61000,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93408,30,30,BPUT1,1/15/2021,3/1/2021,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93401,10,10,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93435,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93406,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93402,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93410,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93409,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93405,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93407,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93437,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93438,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93448,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 91049,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93404,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93403,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93411,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93424,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93442,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93324,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93340,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93416,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 91021,30,0,BPUT1,12/12/2021,2/10/2022,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93325,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 91820,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93498,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 90017,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 91019,30,0,BPUT1,12/12/2021,2/10/2022,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93412,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93422,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93459,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93480,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93415,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 93414,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10281,RP 91213,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93324,30,30,BPUT1,1/15/2021,3/1/2021,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 92404,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 90717,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93325,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93308,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93340,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93319,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 90822,20,0,BPUT1,12/12/2021,2/10/2022,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93306,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93398,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 80401,10,10,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 90931,20,20,BPUT1,1/15/2021,12/23/2020,0.4,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 90816,20,20,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93399,30,30,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/23/2020,Shining Era Enterprise Limited,PO10284,RP 93301,10,10,BPUT1,1/15/2021,12/23/2020,0,Yes,No
12/24/2020,"Guangdong Canbo Electrical Co., LTD",PO10338,1923,1414,0,Import,10/30/2021,12/29/2021,398267.24,No,Yes
12/24/2020,Shining Era Enterprise Limited,PO10348,1517,5000,0,BPUT1,11/25/2021,1/24/2022,406350,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10352,1554,7500,0,BPUT1,10/30/2021,12/29/2021,892500,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10355,1554,7500,0,BPUT1,10/30/2021,12/29/2021,892500,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10356,1555,3000,0,BPUT1,10/30/2021,12/29/2021,252000,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10364,1899,25000,0,BPUT1,10/30/2021,12/29/2021,3900000,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10369,1813,2000,0,BPUT1,10/30/2021,12/29/2021,117800,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10374,1813,1530,1530,BPUT1,7/30/2021,9/28/2021,90117,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10374,1813,378,378,BPUT1,8/19/2021,10/13/2021,22264.2,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10374,1813,92,0,BPUT1,10/20/2021,12/19/2021,5418.8,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10378,1814,4000,0,BPUT1,10/30/2021,12/29/2021,172000,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10383,1814,2500,0,BPUT1,10/30/2021,12/29/2021,107500,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10400,1866,2000,0,BPUT1,11/1/2021,12/31/2021,285000,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10403,1866,1000,0,BPUT1,11/1/2021,12/31/2021,142500,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10407,1883,7500,0,BPUT1,12/10/2021,2/8/2022,742500,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10410,1883,7500,0,BPUT1,12/30/2021,2/28/2022,742500,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10413,1924,2000,0,BPUT1,10/30/2021,12/29/2021,185000,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10415,1967,1000,0,BPUT1,10/30/2021,12/29/2021,84810,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10419,1971,1188,1188,BPUT1,8/21/2021,10/15/2021,42364.08,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10419,1971,1188,1188,BPUT1,8/29/2021,10/21/2021,42364.08,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10419,1971,1188,1188,BPUT1,9/28/2021,11/27/2021,42364.08,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10419,1971,1188,1188,BPUT1,10/30/2021,12/29/2021,42364.08,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10419,1971,248,0,BPUT1,10/30/2021,12/29/2021,8843.68,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10423,1984,5000,0,BPUT1,10/30/2021,12/29/2021,700000,Yes,No
12/24/2020,Shining Era Enterprise Limited,PO10426,1984,5000,0,BPUT1,10/30/2021,12/29/2021,700000,Yes,No
12/28/2020,"Guangdong Canbo Electrical Co., LTD",PO10486,1923,404,404,BPUT1,9/28/2021,11/27/2021,113790.64,Yes,No
12/28/2020,"Guangdong Canbo Electrical Co., LTD",PO10486,1923,1111,0,BPUT1,11/15/2021,1/14/2022,312924.26,Yes,No
1/13/2021,Shining Era Enterprise Limited,PO10598,5010,1000,0,BPUT1,10/30/2021,12/29/2021,14240,Yes,No
1/13/2021,Shining Era Enterprise Limited,PO10599,5011,2500,0,BPUT1,10/30/2021,12/29/2021,41325,Yes,No
1/13/2021,Shining Era Enterprise Limited,PO10600,5015,3000,0,BPUT1,11/30/2021,1/29/2022,28320,Yes,No
1/13/2021,Shining Era Enterprise Limited,PO10601,5016,2500,0,BPUT1,11/4/2021,1/3/2022,21250,Yes,No
