Name,Display Name,SubType,Class,Program Year,Item Status,On Hand,Product Group,Description,Base Price,Purchase Price,Last Purchase Price,Tax Schedule,SPS Item Synch,Brand,ITEM NAME,UPC,GTIN,Master Carton UPC,Cost,MSRP,MAP,HTS Code,Duty %,Min Order Quantity,Class - Custom,Product Origin,Item Length (IN),Item Height (IN),Item Depth (IN),Item Weight (Lbs),PKG Length (IN),PKG Height (IN),PKG Depth (IN),PKG WEIGHT LBS,Item Volume - Cubic Inches,ASSEMBLY TIME/# OF PEOPLE,PRODUCT WARRANTY,Master Pack Quantity,MASTER PACK DIMENSION,Master Pack Weight (in kgs),Master Pack Weight (in lbs),MASTER PACK WEIGHT,MASTER CARTON CUBIC FEET,CASES PER PALLET,UNITS PER PALLET,LAYERS PER PALLET,UNITS PER LAYER,QTY PER 40'HQ CONTAINER,FULL PALLET DIMS,FULL PALLET WEIGHT (LBS),COOKING SURFACE (SQ.IN),INDIV. PKGD,LONG PRODUCT DESCRIPTION,COMPLETE FEATURES,POWER SOURCE,Item Length (CM),Item Height (CM),Item Depth (CM),Item Weight (KG),PKG Length (CM),PKG WEIGHT KG,Item Volume - Cubic Meters,GAUGE OF STEEL,MAX. WEIGHT CAPACITY,ASSEMBLY REQUIRED?,BATTERIES REQUIRED?,BATTERIES INCLUDED?,TYPE OF BATTERIES,TYPE OF BATTERIES II,# OF BATTERIES,# OF BATTERIES II,QTY PER 53' TRUCK,COLOR,CSA APPROVED,ROMANCE COPY,PRODUCT DESCRIPTION,MODEL #,Master Pack Weight (in kgs) (2),Master Pack Weight(in lbs),Vendor,Factory,Available,Purchase Description,Description,Code of Supply
RP 1806,DASH LEG PIECE WITH SILVER BUTTON,,RPS - Replacement Parts,,,,,1806 DASH LEG PIECE WITH SILVER BUTTON,6,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1806 DASH LEG PIECE WITH SILVER BUTTON,1806 DASH LEG PIECE WITH SILVER BUTTON,
RP 1807,DASH LEG PIECE WITHOUT BUTTON,,RPS - Replacement Parts,,,,,1807 DASH LEG PIECE WITHOUT BUTTON,6,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1807 DASH LEG PIECE WITHOUT BUTTON,1807 DASH LEG PIECE WITHOUT BUTTON,
RP 1808,DASH BURNER,,RPS - Replacement Parts,,,,,1808 DASH BURNER,18,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,1808 DASH BURNER,1808 DASH BURNER,
RP 1822,RP 1822 THE DASH GAS RAIL,,RPS - Replacement Parts,,,,,RP 1822 THE DASH GAS RAIL,12,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,RP 1822 THE DASH GAS RAIL,RP 1822 THE DASH GAS RAIL,
RP 1838.1,,,RPS - Replacement Parts,,,,,1838 Main Body Bottom Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Main Body Bottom Panel,1838 Main Body Bottom Panel,
RP 1838.10,,,RPS - Replacement Parts,,,,,1838 Ignition Needle,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Ignition Needle,1838 Ignition Needle,
RP 1838.11,,,RPS - Replacement Parts,,,,,1838 Tubular Burner,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Tubular Burner,1838 Tubular Burner,
RP 1838.12,,,RPS - Replacement Parts,,,,,1838 Main Body Inner Rear Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Main Body Inner Rear Panel,1838 Main Body Inner Rear Panel,
RP 1838.13,,,RPS - Replacement Parts,,,,,1838 Main Body Backside Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Main Body Backside Panel,1838 Main Body Backside Panel,
RP 1838.14,,,RPS - Replacement Parts,,,,,1838 Griddle Top,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Griddle Top,1838 Griddle Top,
RP 1838.15,,,RPS - Replacement Parts,,,,,1838 Front Hinge,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Front Hinge,1838 Front Hinge,
RP 1838.16,,,RPS - Replacement Parts,,,,,1838 Rear Hinge,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Rear Hinge,1838 Rear Hinge,
RP 1838.17,,,RPS - Replacement Parts,,,,,1838 Grease Cup,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Grease Cup,1838 Grease Cup,
RP 1838.18,,,RPS - Replacement Parts,,,,,1838 Propane Tank Baffle Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Propane Tank Baffle Panel,1838 Propane Tank Baffle Panel,
RP 1838.19,,,RPS - Replacement Parts,,,,,1838 Main Body Left Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Main Body Left Panel,1838 Main Body Left Panel,
RP 1838.2,,,RPS - Replacement Parts,,,,,1838 Main Body Baffle Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Main Body Baffle Panel,1838 Main Body Baffle Panel,
RP 1838.20,,,RPS - Replacement Parts,,,,,1838 Ignitor Heat Shroud,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Ignitor Heat Shroud,1838 Ignitor Heat Shroud,
RP 1838.21,,,RPS - Replacement Parts,,,,,1838 Ignitor Heat Shield,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Ignitor Heat Shield,1838 Ignitor Heat Shield,
RP 1838.22,,,RPS - Replacement Parts,,,,,1838 Ignitor,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Ignitor,1838 Ignitor,
RP 1838.23,,,RPS - Replacement Parts,,,,,1838 Ignitor Button,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Ignitor Button,1838 Ignitor Button,
RP 1838.24,,,RPS - Replacement Parts,,,,,1838 Cabinet Door Handle,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cabinet Door Handle,1838 Cabinet Door Handle,
RP 1838.25,,,RPS - Replacement Parts,,,,,1838 Cabinet Left Door,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cabinet Left Door,1838 Cabinet Left Door,
RP 1838.26,,,RPS - Replacement Parts,,,,,1838 Cabinet Door Pin,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cabinet Door Pin,1838 Cabinet Door Pin,
RP 1838.27,,,RPS - Replacement Parts,,,,,1838 Cabinet Left Door Insert,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cabinet Left Door Insert,1838 Cabinet Left Door Insert,
RP 1838.28,,,RPS - Replacement Parts,,,,,1838 Side Shelf Hook,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Side Shelf Hook,1838 Side Shelf Hook,
RP 1838.29,,,RPS - Replacement Parts,,,,,1838 Left Side Shelf,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Left Side Shelf,1838 Left Side Shelf,
RP 1838.3,,,RPS - Replacement Parts,,,,,1838 Gas Rail,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Gas Rail,1838 Gas Rail,
RP 1838.30,,,RPS - Replacement Parts,,,,,1838 Stainless Steel Hood Handle,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Stainless Steel Hood Handle,1838 Stainless Steel Hood Handle,
RP 1838.31,,,RPS - Replacement Parts,,,,,1838 Handle Grommet,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Handle Grommet,1838 Handle Grommet,
RP 1838.32,,,RPS - Replacement Parts,,,,,1838 Hood,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Hood,1838 Hood,
RP 1838.33,,,RPS - Replacement Parts,,,,,1838 Inner Shelf,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Inner Shelf,1838 Inner Shelf,
RP 1838.34,,,RPS - Replacement Parts,,,,,1838 Main Body Right Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Main Body Right Panel,1838 Main Body Right Panel,
RP 1838.35,,,RPS - Replacement Parts,,,,,1838 Cart Left Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cart Left Panel,1838 Cart Left Panel,
RP 1838.36,,,RPS - Replacement Parts,,,,,1838 Cart Backside Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cart Backside Panel,1838 Cart Backside Panel,
RP 1838.37,,,RPS - Replacement Parts,,,,,1838 Magnetic Strip,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Magnetic Strip,1838 Magnetic Strip,
RP 1838.38,,,RPS - Replacement Parts,,,,,1838 Right Side Shelf,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Right Side Shelf,1838 Right Side Shelf,
RP 1838.39,,,RPS - Replacement Parts,,,,,1838 Cart Right Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cart Right Panel,1838 Cart Right Panel,
RP 1838.4,,,RPS - Replacement Parts,,,,,1838 Front Control Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Front Control Panel,1838 Front Control Panel,
RP 1838.40,,,RPS - Replacement Parts,,,,,1838 Cart Bottom Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cart Bottom Panel,1838 Cart Bottom Panel,
RP 1838.41,,,RPS - Replacement Parts,,,,,1838 Cabinet Right Door,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cabinet Right Door,1838 Cabinet Right Door,
RP 1838.42,,,RPS - Replacement Parts,,,,,1838 Cabinet Right Door Insert,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cabinet Right Door Insert,1838 Cabinet Right Door Insert,
RP 1838.43,,,RPS - Replacement Parts,,,,,1838 Caster Wheel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Caster Wheel,1838 Caster Wheel,
RP 1838.44,,,RPS - Replacement Parts,,,,,1838 Triangle Reinforce Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Triangle Reinforce Panel,1838 Triangle Reinforce Panel,
RP 1838.45,,,RPS - Replacement Parts,,,,,1838 Side Shelf Left Bracket,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Side Shelf Left Bracket,1838 Side Shelf Left Bracket,
RP 1838.46,,,RPS - Replacement Parts,,,,,1838 Side Shelf Right Bracket,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Side Shelf Right Bracket,1838 Side Shelf Right Bracket,
RP 1838.47,,,RPS - Replacement Parts,,,,,1838 Main Body Rear Support Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Main Body Rear Support Panel,1838 Main Body Rear Support Panel,
RP 1838.48,,,RPS - Replacement Parts,,,,,1838 Main Body Front Support Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Main Body Front Support Panel,1838 Main Body Front Support Panel,
RP 1838.49,,,RPS - Replacement Parts,,,,,1838 M6 Shoulder Bolt Long,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 M6 Shoulder Bolt Long,1838 M6 Shoulder Bolt Long,
RP 1838.5,,,RPS - Replacement Parts,,,,,1838 Control Knob Bezel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Control Knob Bezel,1838 Control Knob Bezel,
RP 1838.50,,,RPS - Replacement Parts,,,,,1838 Gasket,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Gasket,1838 Gasket,
RP 1838.51,,,RPS - Replacement Parts,,,,,1838 M6 Shoulder Bolt Short,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 M6 Shoulder Bolt Short,1838 M6 Shoulder Bolt Short,
RP 1838.52,,,RPS - Replacement Parts,,,,,Acorn Nut M6,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,Acorn Nut M6,Acorn Nut M6,
RP 1838.53,,,RPS - Replacement Parts,,,,,1838 Limit Shaft,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Limit Shaft,1838 Limit Shaft,
RP 1838.56,,,RPS - Replacement Parts,,,,,Shoulder Bolt,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,Shoulder Bolt,Shoulder Bolt,
RP 1838.57,,,RPS - Replacement Parts,,,,,M5x22 Screw,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,M5x22 Screw,M5x22 Screw,
RP 1838.58,,,RPS - Replacement Parts,,,,,Hexagon Lock Nut,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,Hexagon Lock Nut,Hexagon Lock Nut,
RP 1838.59,,,RPS - Replacement Parts,,,,,Tapping Screw ST3.0x12mm,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,Tapping Screw ST3.0x12mm,Tapping Screw ST3.0x12mm,
RP 1838.6,,,RPS - Replacement Parts,,,,,1838 Control Knob,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Control Knob,1838 Control Knob,
RP 1838.60,,,RPS - Replacement Parts,,,,,M3x10 Screw,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,M3x10 Screw,M3x10 Screw,
RP 1838.61,,,RPS - Replacement Parts,,,,,1838 Door Handle Sleeve,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Door Handle Sleeve,1838 Door Handle Sleeve,
RP 1838.64,,,RPS - Replacement Parts,,,,,F Tapping Screw ST 5-1.6x12mm,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,F Tapping Screw ST 5-1.6x12mm,F Tapping Screw ST 5-1.6x12mm,
RP 1838.65,,,RPS - Replacement Parts,,,,,M6 Hexagon Nut,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,M6 Hexagon Nut,M6 Hexagon Nut,
RP 1838.7,,,RPS - Replacement Parts,,,,,1838 Orange Background Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Orange Background Panel,1838 Orange Background Panel,
RP 1838.8,,,RPS - Replacement Parts,,,,,1838 Cut Out Logo Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Cut Out Logo Panel,1838 Cut Out Logo Panel,
RP 1838.9,,,RPS - Replacement Parts,,,,,1838 Door Magnet,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1838 Door Magnet,1838 Door Magnet,
RP 1900,"36"" STAINLESS STEEL BOTTOM SHELF",,RPS - Replacement Parts,,,,,"1900 36"" STAINLESS STEEL BOTTOM SHELF",25,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1900 36"" STAINLESS STEEL BOTTOM SHELF","1900 36"" STAINLESS STEEL BOTTOM SHELF",
RP 1901,"36"" STAINLESS STEEL SIDE SHELF",,RPS - Replacement Parts,,,,,"1901 36"" STAINLESS STEEL SIDE SHELF",25,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1901 36"" STAINLESS STEEL SIDE SHELF","1901 36"" STAINLESS STEEL SIDE SHELF",
RP 1902,"36"" STAINLESS STEEL SIDE HANDLE",,RPS - Replacement Parts,,,,,"1902 36"" STAINLESS STEEL SIDE HANDLE",17,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1902 36"" STAINLESS STEEL SIDE HANDLE","1902 36"" STAINLESS STEEL SIDE HANDLE",
RP 1904,"36"" STAINLESS STEEL UPPER HANGER & LOWER FASTENER",,RPS - Replacement Parts,,,,,"1904 36"" STAINLESS STEEL UPPER HANGER & LOWER FASTENER",17,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1904 36"" STAINLESS STEEL UPPER HANGER & LOWER FASTENER","1904 36"" STAINLESS STEEL UPPER HANGER & LOWER FASTENER",
RP 1905,"36"" STAINLESS STEEL LEG SET W/O BRAKES",,RPS - Replacement Parts,,,,,"1905 36"" STAINLESS STEEL LEG SET W/O BRAKES",33,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1905 36"" STAINLESS STEEL LEG SET W/O BRAKES","1905 36"" STAINLESS STEEL LEG SET W/O BRAKES",
RP 1906,"36"" STAINLESS STEEL LEG SET W/ BRAKES",,RPS - Replacement Parts,,,,,"1906 36"" STAINLESS STEEL LEG SET W/ BRAKES",33,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1906 36"" STAINLESS STEEL LEG SET W/ BRAKES","1906 36"" STAINLESS STEEL LEG SET W/ BRAKES",
RP 1907,"36"" STAINLESS STEEL BASE COMPLETE",,RPS - Replacement Parts,,,,,"1907 36"" STAINLESS STEEL BASE COMPLETE",403,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1907 36"" STAINLESS STEEL BASE COMPLETE","1907 36"" STAINLESS STEEL BASE COMPLETE",
RP 1908,"36"" STAINLESS STEEL BASE STRIPPED",,RPS - Replacement Parts,,,,,"1908 36"" STAINLESS STEEL BASE STRIPPED",290,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1908 36"" STAINLESS STEEL BASE STRIPPED","1908 36"" STAINLESS STEEL BASE STRIPPED",
RP 1909,"BLACKSTONE 36"" SS UPPER HANGER ONLY",,RPS - Replacement Parts,,,,,"1909 BLACKSTONE 36"" SS UPPER HANGER ONLY",9,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1909 BLACKSTONE 36"" SS UPPER HANGER ONLY","1909 BLACKSTONE 36"" SS UPPER HANGER ONLY",
RP 1910,"BLACKSTONE 36"" SS LOWER FASTENER ONLY",,RPS - Replacement Parts,,,,,"1910 BLACKSTONE 36"" SS LOWER FASTENER ONLY",9,0,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,,"1910 BLACKSTONE 36"" SS LOWER FASTENER ONLY","1910 BLACKSTONE 36"" SS LOWER FASTENER ONLY",
RP 1921.12,,,RPS - Replacement Parts,,,,,1921 Logo Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1921 Logo Panel,1921 Logo Panel,
RP 1921.13,,,RPS - Replacement Parts,,,,,1921 SUS Front Control Panel,,,,Taxable,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shining Era Enterprise Limited,,1921 SUS Front Control Panel,1921 SUS Front Control Panel,
